millis,iso_time,sequence,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24
5037505,2026-05-27 17:24:48,496,20.000,29.922,28.250,980.024,280.374,38.672,1300.000,0.130,1.159,1032.000,1.247,958.893,0.013,0.000,0.000,0.000,0.303,230.000,0.278,250.295,1.757,1.071,0.000,0.000
5047707,2026-05-27 17:24:58,497,20.000,29.922,28.260,980.023,280.382,38.766,1300.000,0.130,1.137,868.000,1.049,940.715,0.010,0.000,0.000,0.000,0.306,266.000,0.322,253.436,1.734,1.104,0.000,0.000
5068106,2026-05-27 17:25:18,499,20.000,30.029,28.320,980.070,279.980,38.480,1200.000,0.120,1.145,1047.000,1.266,947.458,0.018,0.000,0.000,0.000,0.305,238.000,0.288,252.199,1.752,1.073,0.000,0.000
5078306,2026-05-27 17:25:28,500,20.000,29.922,28.340,980.055,280.108,38.518,1300.000,0.130,1.130,883.000,1.067,934.566,0.015,0.000,0.000,0.000,0.309,271.000,0.328,255.959,1.729,1.082,0.000,0.000
5088506,2026-05-27 17:25:39,501,20.000,29.922,28.290,980.044,280.203,38.547,1300.000,0.130,1.107,842.000,1.018,916.053,0.018,0.000,0.000,0.000,0.311,262.000,0.317,257.168,1.742,1.063,0.000,0.000
5098707,2026-05-27 17:25:49,502,20.000,30.029,28.290,980.021,280.397,38.651,1300.000,0.130,1.104,901.000,1.089,913.042,0.015,0.000,0.000,0.000,0.305,233.000,0.282,252.334,1.755,1.060,0.000,0.000
5129309,2026-05-27 17:26:19,505,20.000,29.922,28.160,980.024,280.378,38.851,1300.000,0.130,1.115,966.000,1.168,922.662,0.013,0.000,0.000,0.000,0.309,281.000,0.340,255.443,1.726,1.075,0.000,0.000
5139508,2026-05-27 17:26:30,506,20.000,29.922,28.170,980.054,280.120,38.806,1200.000,0.120,1.136,1008.000,1.218,939.729,0.013,0.000,0.000,0.000,0.305,240.000,0.290,252.354,1.743,1.066,0.000,0.000
5149709,2026-05-27 17:26:40,507,20.000,29.922,28.160,980.087,279.840,38.781,1200.000,0.120,1.123,888.000,1.073,929.383,0.015,0.000,0.000,0.000,0.304,247.000,0.299,251.284,1.731,1.083,0.000,0.000
5159908,2026-05-27 17:26:50,508,20.000,30.029,28.190,980.066,280.020,38.772,1300.000,0.130,1.125,935.000,1.130,930.507,0.013,0.000,0.000,0.000,0.309,275.000,0.332,256.027,1.726,1.074,0.000,0.000
5170109,2026-05-27 17:27:00,509,20.000,29.922,28.210,980.039,280.250,38.773,1300.000,0.130,1.146,1020.000,1.233,948.405,0.015,0.000,0.000,0.000,0.306,241.000,0.291,253.021,1.744,1.057,0.000,0.000
5180309,2026-05-27 17:27:10,510,20.000,29.922,28.270,980.064,280.032,38.569,1300.000,0.130,1.132,890.000,1.076,936.724,0.010,0.000,0.000,0.000,0.304,247.000,0.299,251.817,1.730,1.076,0.000,0.000
5200709,2026-05-27 17:27:31,512,20.000,29.922,28.200,980.050,280.151,38.738,1300.000,0.130,1.131,979.000,1.183,935.304,0.013,0.000,0.000,0.000,0.316,281.000,0.340,261.683,1.719,1.054,0.000,0.000
5221205,2026-05-27 17:27:51,514,20.000,30.029,28.230,980.044,280.204,38.892,1200.000,0.120,1.160,1038.000,1.255,959.314,0.010,0.000,0.000,0.000,0.312,258.000,0.312,257.957,1.722,1.062,0.000,0.000
5231406,2026-05-27 17:28:01,515,20.000,29.922,28.200,980.069,279.994,38.808,1200.000,0.120,1.183,1055.000,1.275,978.451,0.015,0.000,0.000,0.000,0.313,261.000,0.315,258.566,1.704,1.075,0.000,0.000
5251812,2026-05-27 17:28:22,517,20.000,29.922,28.270,980.067,280.006,38.674,1200.000,0.120,1.162,900.000,1.088,961.089,0.015,0.000,0.000,0.000,0.313,270.000,0.326,258.842,1.682,1.094,0.000,0.000
5272213,2026-05-27 17:28:42,519,20.000,29.922,28.240,980.040,280.237,38.614,1200.000,0.120,1.184,1009.000,1.220,979.617,0.013,0.000,0.000,0.000,0.314,252.000,0.305,259.739,1.712,1.059,0.000,0.000
5282415,2026-05-27 17:28:52,520,20.000,30.029,28.230,980.052,280.140,38.683,1200.000,0.120,1.203,1057.000,1.278,995.094,0.015,0.000,0.000,0.000,0.308,233.000,0.282,254.391,1.731,1.074,0.000,0.000
5292679,2026-05-27 17:29:03,521,20.000,29.922,28.260,980.015,280.456,38.685,1300.000,0.130,1.211,1028.000,1.243,1001.675,0.015,0.000,0.000,0.000,0.303,234.000,0.283,250.313,1.731,1.082,0.000,0.000
5302835,2026-05-27 17:29:13,522,20.000,29.922,28.260,980.037,280.265,38.604,1300.000,0.130,1.224,1056.000,1.276,1012.540,0.020,0.000,0.000,0.000,0.303,251.000,0.303,250.450,1.716,1.096,0.000,0.000
5313037,2026-05-27 17:29:23,523,20.000,29.922,28.300,980.051,280.142,38.561,1200.000,0.120,1.214,973.000,1.176,1004.632,0.015,0.000,0.000,0.000,0.308,272.000,0.329,254.760,1.697,1.101,0.000,0.000
5333439,2026-05-27 17:29:43,525,20.000,29.922,28.320,980.073,279.953,38.516,1200.000,0.120,1.175,841.000,1.017,972.284,0.013,0.000,0.000,0.000,0.320,284.000,0.343,264.327,1.694,1.078,0.000,0.000
5343703,2026-05-27 17:29:54,526,20.000,29.922,28.320,980.072,279.968,38.550,1200.000,0.120,1.143,839.000,1.014,945.628,0.015,0.000,0.000,0.000,0.321,272.000,0.329,265.861,1.707,1.078,0.000,0.000
5353860,2026-05-27 17:30:04,527,20.000,29.922,28.330,980.035,280.281,38.550,1300.000,0.130,1.160,1015.000,1.227,959.502,0.018,0.000,0.000,0.000,0.322,269.000,0.325,266.489,1.715,1.064,0.000,0.000
5364061,2026-05-27 17:30:14,528,20.000,29.922,28.350,980.069,279.992,38.576,1300.000,0.130,1.142,887.000,1.072,945.002,0.015,0.000,0.000,0.000,0.320,259.000,0.313,264.991,1.700,1.074,0.000,0.000
5394665,2026-05-27 17:30:45,531,20.000,29.922,28.310,980.053,280.125,38.421,1300.000,0.130,1.099,847.000,1.024,908.761,0.015,0.000,0.000,0.000,0.317,271.000,0.328,262.483,1.731,1.047,0.000,0.000
5404866,2026-05-27 17:30:55,532,20.000,29.922,28.300,980.068,279.996,38.537,1200.000,0.120,1.105,934.000,1.129,913.809,0.015,0.000,0.000,0.000,0.315,252.000,0.305,260.387,1.712,1.066,0.000,0.000
5415069,2026-05-27 17:31:05,533,20.000,29.922,28.310,980.056,280.103,38.515,1300.000,0.130,1.126,1004.000,1.214,931.847,0.015,0.000,0.000,0.000,0.311,245.000,0.296,257.309,1.733,1.052,0.000,0.000
5425269,2026-05-27 17:31:15,534,20.000,30.029,28.370,980.062,280.053,38.311,1300.000,0.130,1.144,1003.000,1.212,946.078,0.015,0.000,0.000,0.000,0.313,266.000,0.322,259.048,1.714,1.087,0.000,0.000
5445672,2026-05-27 17:31:36,536,20.000,30.029,28.430,980.060,280.071,38.257,1200.000,0.120,1.181,1053.000,1.273,977.210,0.010,0.000,0.000,0.000,0.312,266.000,0.322,258.190,1.715,1.083,0.000,0.000
5455873,2026-05-27 17:31:46,537,20.000,29.922,28.350,980.090,279.808,38.354,1200.000,0.120,1.157,877.000,1.060,957.168,0.015,0.000,0.000,0.000,0.311,252.000,0.305,256.952,1.735,1.065,0.000,0.000
5466074,2026-05-27 17:31:56,538,20.000,30.029,28.370,980.091,279.799,38.334,1200.000,0.120,1.151,931.000,1.125,951.934,0.010,0.000,0.000,0.000,0.314,269.000,0.325,259.362,1.716,1.105,0.000,0.000
5476276,2026-05-27 17:32:06,539,20.000,30.029,28.400,980.092,279.796,38.267,1200.000,0.120,1.176,1056.000,1.276,972.747,0.015,0.000,0.000,0.000,0.307,231.000,0.279,253.689,1.723,1.137,0.000,0.000
5496679,2026-05-27 17:32:27,541,20.000,29.922,28.310,980.059,280.077,38.503,1300.000,0.130,1.152,966.000,1.168,953.038,0.013,0.000,0.000,0.000,0.313,275.000,0.332,258.641,1.719,1.111,0.000,0.000
5506880,2026-05-27 17:32:37,542,20.000,29.922,28.310,980.108,279.658,38.503,1300.000,0.130,1.178,1061.000,1.283,974.631,0.015,0.000,0.000,0.000,0.306,232.000,0.280,253.313,1.732,1.109,0.000,0.000
5527283,2026-05-27 17:32:57,544,20.000,30.029,28.320,980.087,279.833,38.457,1200.000,0.120,1.209,1071.000,1.295,1000.204,0.015,0.000,0.000,0.000,0.308,243.000,0.294,254.400,1.722,1.098,0.000,0.000
5537484,2026-05-27 17:33:08,545,20.000,30.029,28.340,980.083,279.869,38.518,1200.000,0.120,1.208,995.000,1.203,999.163,0.015,0.000,0.000,0.000,0.310,265.000,0.320,256.520,1.733,1.075,0.000,0.000
5547685,2026-05-27 17:33:18,546,20.000,30.029,28.350,980.138,279.405,38.460,1200.000,0.120,1.227,1077.000,1.302,1014.730,0.015,0.000,0.000,0.000,0.306,238.000,0.288,252.816,1.725,1.086,0.000,0.000
5557886,2026-05-27 17:33:28,547,20.000,30.029,28.350,980.077,279.921,38.482,1300.000,0.130,1.204,922.000,1.115,996.184,0.015,0.000,0.000,0.000,0.312,278.000,0.336,257.853,1.721,1.099,0.000,0.000
5578386,2026-05-27 17:33:48,549,20.000,30.029,28.430,980.072,279.963,38.233,1200.000,0.120,1.224,1023.000,1.237,1012.238,0.015,0.000,0.000,0.000,0.310,274.000,0.331,256.146,1.741,1.072,0.000,0.000
5588587,2026-05-27 17:33:59,550,20.000,29.922,28.390,980.113,279.614,38.406,1200.000,0.120,1.220,999.000,1.208,1009.590,0.015,0.000,0.000,0.000,0.313,269.000,0.325,258.717,1.720,1.084,0.000,0.000
5608994,2026-05-27 17:34:19,552,20.000,30.029,28.420,980.068,279.997,38.268,1300.000,0.130,1.174,872.000,1.054,971.578,0.015,0.000,0.000,0.000,0.314,266.000,0.322,259.419,1.715,1.098,0.000,0.000
5619193,2026-05-27 17:34:29,553,20.000,30.029,28.440,980.121,279.546,38.305,1200.000,0.120,1.184,1011.000,1.222,979.462,0.015,0.000,0.000,0.000,0.309,239.000,0.289,255.335,1.712,1.108,0.000,0.000
5629395,2026-05-27 17:34:39,554,20.000,30.029,28.400,980.137,279.407,38.290,1300.000,0.130,1.197,1032.000,1.247,989.970,0.020,0.000,0.000,0.000,0.306,244.000,0.295,253.068,1.733,1.088,0.000,0.000
5639594,2026-05-27 17:34:50,555,20.000,30.029,28.430,980.076,279.928,38.258,1300.000,0.130,1.160,838.000,1.013,959.576,0.013,0.000,0.000,0.000,0.312,278.000,0.336,258.054,1.729,1.076,0.000,0.000
5659995,2026-05-27 17:35:10,557,20.000,29.922,28.400,980.081,279.887,38.336,1300.000,0.130,1.188,1037.000,1.254,983.129,0.013,0.000,0.000,0.000,0.320,274.000,0.331,264.595,1.699,1.084,0.000,0.000
5680395,2026-05-27 17:35:30,559,20.000,30.029,28.390,980.102,279.711,38.557,1300.000,0.130,1.169,916.000,1.107,967.442,0.015,0.000,0.000,0.000,0.319,261.000,0.315,263.941,1.674,1.090,0.000,0.000
5690594,2026-05-27 17:35:41,560,20.000,30.029,28.380,980.132,279.453,38.497,1400.000,0.140,1.193,1066.000,1.289,987.154,0.013,0.000,0.000,0.000,0.318,259.000,0.313,262.953,1.666,1.103,0.000,0.000
5710993,2026-05-27 17:36:01,562,20.000,29.922,28.440,980.118,279.572,38.271,1400.000,0.140,1.228,1065.000,1.287,1015.499,0.010,0.000,0.000,0.000,0.314,252.000,0.305,260.130,1.655,1.115,0.000,0.000
5721194,2026-05-27 17:36:11,563,20.000,30.029,28.440,980.119,279.560,38.271,1300.000,0.130,1.240,1067.000,1.290,1025.799,0.015,0.000,0.000,0.000,0.314,258.000,0.312,259.704,1.650,1.123,0.000,0.000
5741595,2026-05-27 17:36:32,565,20.000,30.029,28.390,980.148,279.318,38.324,1300.000,0.130,1.173,853.000,1.031,970.471,0.015,0.000,0.000,0.000,0.319,279.000,0.337,264.250,1.645,1.139,0.000,0.000
5761995,2026-05-27 17:36:52,567,20.000,30.029,28.280,980.088,279.825,38.558,1200.000,0.120,1.183,970.000,1.173,978.622,0.015,0.000,0.000,0.000,0.315,249.000,0.301,260.520,1.701,1.088,0.000,0.000
5772194,2026-05-27 17:37:02,568,20.000,29.922,28.250,980.097,279.750,38.603,1200.000,0.120,1.203,1061.000,1.283,995.097,0.013,0.000,0.000,0.000,0.308,233.000,0.282,255.016,1.718,1.085,0.000,0.000
5782400,2026-05-27 17:37:12,569,20.000,30.029,28.260,980.101,279.715,38.568,1200.000,0.120,1.196,968.000,1.170,989.678,0.020,0.000,0.000,0.000,0.303,234.000,0.283,250.813,1.738,1.073,0.000,0.000
5792601,2026-05-27 17:37:23,570,20.000,30.029,28.250,980.094,279.779,38.556,1200.000,0.120,1.214,1061.000,1.283,1003.942,0.015,0.000,0.000,0.000,0.299,235.000,0.284,247.650,1.739,1.090,0.000,0.000
5802800,2026-05-27 17:37:33,571,20.000,30.029,28.240,980.090,279.813,38.509,1200.000,0.120,1.203,959.000,1.159,994.954,0.018,0.000,0.000,0.000,0.300,251.000,0.303,248.320,1.721,1.100,0.000,0.000
5823205,2026-05-27 17:37:53,573,20.000,29.922,28.230,980.139,279.389,38.380,1200.000,0.120,1.139,834.000,1.008,942.130,0.018,0.000,0.000,0.000,0.312,279.000,0.337,257.765,1.696,1.093,0.000,0.000
5843615,2026-05-27 17:38:14,575,20.000,29.922,28.220,980.114,279.603,38.205,1200.000,0.120,1.144,1001.000,1.210,946.364,0.015,0.000,0.000,0.000,0.315,275.000,0.332,260.930,1.673,1.101,0.000,0.000
5864018,2026-05-27 17:38:34,577,20.000,29.922,28.220,980.128,279.486,38.392,1200.000,0.120,1.128,867.000,1.048,932.833,0.018,0.000,0.000,0.000,0.312,238.000,0.288,258.435,1.710,1.073,0.000,0.000
5874217,2026-05-27 17:38:44,578,20.000,29.922,28.210,980.123,279.532,38.401,1200.000,0.120,1.126,928.000,1.122,931.866,0.015,0.000,0.000,0.000,0.312,256.000,0.309,257.948,1.696,1.101,0.000,0.000
5884482,2026-05-27 17:38:55,579,20.000,29.922,28.240,980.140,279.387,38.462,1200.000,0.120,1.136,973.000,1.176,940.093,0.015,0.000,0.000,0.000,0.318,282.000,0.341,262.758,1.697,1.091,0.000,0.000
5904838,2026-05-27 17:39:15,581,20.000,29.922,28.240,980.110,279.643,38.520,1200.000,0.120,1.139,991.000,1.198,942.419,0.015,0.000,0.000,0.000,0.316,275.000,0.332,261.085,1.703,1.097,0.000,0.000
5915040,2026-05-27 17:39:25,582,20.000,30.029,28.230,980.097,279.751,38.566,1200.000,0.120,1.155,1008.000,1.218,955.536,0.015,0.000,0.000,0.000,0.312,245.000,0.296,257.868,1.725,1.078,0.000,0.000
5925239,2026-05-27 17:39:35,583,20.000,29.922,28.230,980.103,279.400,38.554,1200.000,0.120,1.176,1043.000,1.261,973.028,0.018,0.000,0.000,0.000,0.314,269.000,0.325,260.095,1.707,1.086,0.000,0.000
5955841,2026-05-27 17:40:06,586,20.000,29.922,28.190,980.132,279.449,38.644,1300.000,0.130,1.158,987.000,1.193,958.311,0.015,0.000,0.000,0.000,0.315,273.000,0.330,260.504,1.715,1.069,0.000,0.000
5966042,2026-05-27 17:40:16,587,20.000,29.922,28.170,980.093,279.787,38.735,1300.000,0.130,1.181,1050.000,1.269,976.648,0.015,0.000,0.000,0.000,0.309,235.000,0.284,255.404,1.734,1.063,0.000,0.000
5976241,2026-05-27 17:40:26,588,20.000,29.922,28.150,980.128,279.483,38.710,1300.000,0.130,1.157,879.000,1.063,957.119,0.015,0.000,0.000,0.000,0.312,267.000,0.323,257.723,1.715,1.073,0.000,0.000
5986440,2026-05-27 17:40:36,589,20.000,29.922,28.180,980.144,279.352,38.644,1200.000,0.120,1.136,870.000,1.052,939.695,0.015,0.000,0.000,0.000,0.314,266.000,0.322,259.378,1.728,1.055,0.000,0.000
6006843,2026-05-27 17:40:57,591,20.000,29.922,28.150,980.104,279.696,38.629,1200.000,0.120,1.171,1007.000,1.217,968.885,0.018,0.000,0.000,0.000,0.305,236.000,0.285,252.402,1.760,1.038,0.000,0.000
6017044,2026-05-27 17:41:07,592,20.000,29.922,28.130,980.106,279.671,38.743,1300.000,0.130,1.187,1036.000,1.252,982.308,0.015,0.000,0.000,0.000,0.299,227.000,0.274,247.322,1.766,1.043,0.000,0.000
6027245,2026-05-27 17:41:17,593,20.000,29.922,28.140,980.120,279.558,38.629,1200.000,0.120,1.182,962.000,1.163,978.246,0.018,0.000,0.000,0.000,0.295,232.000,0.280,244.257,1.772,1.048,0.000,0.000
6037446,2026-05-27 17:41:28,594,20.000,29.922,28.120,980.125,279.512,38.720,1200.000,0.120,1.201,1054.000,1.274,993.397,0.020,0.000,0.000,0.000,0.292,230.000,0.278,241.406,1.768,1.060,0.000,0.000
6057847,2026-05-27 17:41:48,596,20.000,29.922,28.050,980.130,279.440,39.016,1200.000,0.120,1.225,1038.000,1.255,1013.614,0.018,0.000,0.000,0.000,0.296,262.000,0.317,244.660,1.732,1.084,0.000,0.000
6068139,2026-05-27 17:41:58,597,20.000,29.922,28.070,980.097,279.748,38.785,1200.000,0.120,1.228,1027.000,1.241,1016.291,0.015,0.000,0.000,0.000,0.298,253.000,0.306,246.328,1.747,1.065,0.000,0.000
6078340,2026-05-27 17:42:08,598,20.000,29.922,28.090,980.161,279.207,38.799,1200.000,0.120,1.233,1033.000,1.249,1019.633,0.015,0.000,0.000,0.000,0.298,246.000,0.297,246.262,1.763,1.171,0.000,0.000
6088544,2026-05-27 17:42:19,599,20.000,29.922,28.070,980.130,279.471,38.843,1200.000,0.120,1.241,1056.000,1.276,1026.906,0.015,0.000,0.000,0.000,0.294,233.000,0.282,243.610,1.771,1.164,0.000,0.000
6119144,2026-05-27 17:42:49,602,20.000,29.922,28.050,980.162,279.197,38.911,1300.000,0.130,1.180,851.000,1.029,976.456,0.013,0.000,0.000,0.000,0.305,261.000,0.315,252.576,1.758,1.116,0.000,0.000
6129345,2026-05-27 17:42:59,603,20.000,29.922,28.020,980.169,279.135,38.909,1300.000,0.130,1.184,992.000,1.199,979.565,0.018,0.000,0.000,0.000,0.301,234.000,0.283,248.861,1.769,1.107,0.000,0.000
6139544,2026-05-27 17:43:10,604,20.000,29.922,28.050,980.142,279.365,38.899,1300.000,0.130,1.203,1059.000,1.280,995.452,0.013,0.000,0.000,0.000,0.297,234.000,0.283,245.889,1.761,1.111,0.000,0.000
6170148,2026-05-27 17:43:40,607,20.000,29.922,28.020,980.149,279.303,38.943,1300.000,0.130,1.197,1039.000,1.256,990.207,0.018,0.000,0.000,0.000,0.302,258.000,0.312,250.071,1.715,1.130,0.000,0.000
6190548,2026-05-27 17:44:01,609,20.000,29.922,28.010,980.082,279.877,38.918,1300.000,0.130,1.200,1010.000,1.221,992.533,0.020,0.000,0.000,0.000,0.312,281.000,0.340,258.486,1.698,1.110,0.000,0.000
6200749,2026-05-27 17:44:11,610,20.000,29.922,28.010,980.165,279.166,38.954,1200.000,0.120,1.182,921.000,1.113,978.226,0.015,0.000,0.000,0.000,0.315,268.000,0.324,260.388,1.707,1.092,0.000,0.000
6221150,2026-05-27 17:44:31,612,20.000,29.922,28.000,980.159,279.223,38.906,1200.000,0.120,1.207,1057.000,1.278,998.425,0.018,0.000,0.000,0.000,0.306,234.000,0.283,253.129,1.744,1.072,0.000,0.000
6241548,2026-05-27 17:44:52,614,20.000,29.922,28.010,980.157,279.239,38.954,1200.000,0.120,1.197,904.000,1.093,990.032,0.018,0.000,0.000,0.000,0.304,257.000,0.311,251.482,1.720,1.092,0.000,0.000
6251749,2026-05-27 17:45:02,615,20.000,29.922,28.020,980.136,279.239,38.803,1200.000,0.120,1.207,1031.000,1.246,998.226,0.018,0.000,0.000,0.000,0.307,262.000,0.317,253.586,1.702,1.101,0.000,0.000
6261947,2026-05-27 17:45:12,616,20.000,29.922,28.010,980.162,279.197,38.954,1300.000,0.130,1.178,879.000,1.063,974.380,0.015,0.000,0.000,0.000,0.312,275.000,0.332,257.869,1.688,1.102,0.000,0.000
6272245,2026-05-27 17:45:22,617,20.000,29.922,28.030,980.189,278.963,38.851,1300.000,0.130,1.153,872.000,1.054,953.904,0.018,0.000,0.000,0.000,0.316,277.000,0.335,261.695,1.676,1.102,0.000,0.000
6292651,2026-05-27 17:45:43,619,20.000,29.815,28.040,980.176,279.079,38.794,1200.000,0.120,1.178,980.000,1.185,974.179,0.018,0.000,0.000,0.000,0.317,260.000,0.314,261.885,1.689,1.086,0.000,0.000
6302853,2026-05-27 17:45:53,620,20.000,29.922,28.050,980.154,279.260,38.795,1200.000,0.120,1.193,1036.000,1.252,986.543,0.018,0.000,0.000,0.000,0.318,268.000,0.324,263.108,1.676,1.095,0.000,0.000
6313052,2026-05-27 17:46:03,621,20.000,29.922,28.050,980.151,279.290,38.714,1200.000,0.120,1.171,896.000,1.083,968.435,0.018,0.000,0.000,0.000,0.313,241.000,0.291,258.686,1.683,1.105,0.000,0.000
6323253,2026-05-27 17:46:13,622,20.000,29.922,28.040,980.155,279.258,38.607,1200.000,0.120,1.180,1008.000,1.218,976.348,0.018,0.000,0.000,0.000,0.313,260.000,0.314,258.949,1.704,1.103,0.000,0.000
6343656,2026-05-27 17:46:34,624,20.000,29.815,28.030,980.189,278.966,38.642,1200.000,0.120,1.170,954.000,1.153,967.822,0.018,0.000,0.000,0.000,0.308,233.000,0.282,254.407,1.703,1.104,0.000,0.000
6353857,2026-05-27 17:46:44,625,20.000,29.815,28.000,980.187,278.984,38.884,1200.000,0.120,1.176,992.000,1.199,972.658,0.015,0.000,0.000,0.000,0.312,274.000,0.331,258.326,1.710,1.087,0.000,0.000
6364058,2026-05-27 17:46:54,626,20.100,29.815,28.020,980.198,278.884,38.770,1200.000,0.120,1.197,1060.000,1.281,990.126,0.015,0.000,0.000,0.000,0.311,252.000,0.305,257.061,1.699,1.103,0.000,0.000
6374259,2026-05-27 17:47:04,627,20.000,29.815,27.970,980.187,278.983,38.904,1200.000,0.120,1.207,1033.000,1.249,998.701,0.015,0.000,0.000,0.000,0.306,238.000,0.288,253.249,1.724,1.095,0.000,0.000
6384461,2026-05-27 17:47:15,628,20.000,29.815,28.000,980.146,279.335,38.837,1200.000,0.120,1.173,859.000,1.038,970.761,0.015,0.000,0.000,0.000,0.312,276.000,0.334,257.799,1.725,1.081,0.000,0.000
6394662,2026-05-27 17:47:25,629,20.000,29.815,27.970,980.185,279.002,38.823,1200.000,0.120,1.155,894.000,1.081,955.409,0.015,0.000,0.000,0.000,0.315,272.000,0.329,260.639,1.709,1.088,0.000,0.000
6404863,2026-05-27 17:47:35,630,20.000,29.815,27.950,980.161,279.205,38.902,1200.000,0.120,1.173,1029.000,1.244,970.127,0.018,0.000,0.000,0.000,0.308,230.000,0.278,254.511,1.717,1.091,0.000,0.000
6425265,2026-05-27 17:47:55,632,20.000,29.815,27.970,980.185,278.997,38.939,1200.000,0.120,1.137,922.000,1.115,940.801,0.018,0.000,0.000,0.000,0.312,267.000,0.323,257.727,1.744,1.052,0.000,0.000
6435467,2026-05-27 17:48:06,633,20.000,29.815,27.950,980.160,279.210,38.949,1200.000,0.120,1.123,881.000,1.065,928.841,0.018,0.000,0.000,0.000,0.316,278.000,0.336,261.782,1.734,1.050,0.000,0.000
6445668,2026-05-27 17:48:16,634,20.000,29.815,27.930,980.165,279.170,39.052,1200.000,0.120,1.138,993.000,1.200,941.673,0.018,0.000,0.000,0.000,0.319,273.000,0.330,264.025,1.715,1.064,0.000,0.000
6455869,2026-05-27 17:48:26,635,20.000,29.815,27.970,980.167,279.155,39.775,1400.000,0.140,1.170,1073.000,1.297,967.938,0.015,0.000,0.000,0.000,0.315,248.000,0.300,260.820,1.707,1.093,0.000,0.000
6476357,2026-05-27 17:48:46,637,20.000,29.815,28.060,980.186,278.994,38.749,1400.000,0.140,1.194,1016.000,1.228,987.481,0.015,0.000,0.000,0.000,0.315,280.000,0.338,260.365,1.718,1.102,0.000,0.000
6486558,2026-05-27 17:48:57,638,20.000,29.922,28.090,980.157,279.237,38.694,1400.000,0.140,1.162,858.000,1.037,961.584,0.018,0.000,0.000,0.000,0.317,271.000,0.328,262.492,1.700,1.108,0.000,0.000
6496763,2026-05-27 17:49:07,639,20.000,29.815,28.110,980.179,279.052,38.672,1300.000,0.130,1.163,966.000,1.168,962.468,0.013,0.000,0.000,0.000,0.310,231.000,0.279,256.194,1.719,1.097,0.000,0.000
6506966,2026-05-27 17:49:17,640,20.000,29.922,28.140,980.170,279.128,38.535,1200.000,0.120,1.178,1024.000,1.238,974.774,0.015,0.000,0.000,0.000,0.311,262.000,0.317,257.355,1.735,1.076,0.000,0.000
6527366,2026-05-27 17:49:37,642,20.000,29.922,28.100,980.153,279.273,38.671,1200.000,0.120,1.185,1029.000,1.244,980.215,0.015,0.000,0.000,0.000,0.321,282.000,0.341,265.267,1.725,1.056,0.000,0.000
6537565,2026-05-27 17:49:48,643,20.000,29.922,28.100,980.170,279.127,38.636,1200.000,0.120,1.200,1043.000,1.261,992.772,0.015,0.000,0.000,0.000,0.320,262.000,0.317,264.614,1.709,1.075,0.000,0.000
6547764,2026-05-27 17:49:58,644,20.000,29.922,28.060,980.153,279.271,38.796,1200.000,0.120,1.218,1065.000,1.287,1007.218,0.015,0.000,0.000,0.000,0.314,242.000,0.293,260.091,1.702,1.086,0.000,0.000
6557967,2026-05-27 17:50:08,645,20.000,29.922,28.080,980.192,278.939,38.716,1200.000,0.120,1.230,1057.000,1.278,1017.174,0.013,0.000,0.000,0.000,0.307,230.000,0.278,254.073,1.717,1.099,0.000,0.000
6578367,2026-05-27 17:50:28,647,20.000,29.922,28.210,980.177,279.064,38.483,1300.000,0.130,1.228,1013.000,1.225,1015.672,0.015,0.000,0.000,0.000,0.308,267.000,0.323,254.567,1.755,1.065,0.000,0.000
6598765,2026-05-27 17:50:49,649,20.000,29.922,28.250,980.193,278.927,38.347,1200.000,0.120,1.127,741.000,0.896,932.630,0.010,0.000,0.000,0.000,0.316,271.000,0.328,261.603,1.756,1.044,0.000,0.000
6608967,2026-05-27 17:50:59,650,20.000,29.922,28.260,980.193,278.927,38.335,1200.000,0.120,1.116,884.000,1.069,922.904,0.015,0.000,0.000,0.000,0.320,277.000,0.335,264.682,1.755,1.060,0.000,0.000
6629367,2026-05-27 17:51:19,652,20.000,29.922,28.240,980.152,279.283,38.334,1200.000,0.120,1.136,947.000,1.145,939.419,0.018,0.000,0.000,0.000,0.324,279.000,0.337,268.237,1.753,1.040,0.000,0.000
6639568,2026-05-27 17:51:30,653,20.000,29.922,28.220,980.187,278.985,38.182,1100.000,0.110,1.149,993.000,1.200,950.135,0.015,0.000,0.000,0.000,0.327,278.000,0.336,270.189,1.734,1.050,0.000,0.000
6659971,2026-05-27 17:51:50,655,20.000,29.922,28.280,980.201,278.860,38.268,1200.000,0.120,1.168,999.000,1.208,966.606,0.013,0.000,0.000,0.000,0.328,272.000,0.329,271.641,1.703,1.072,0.000,0.000
6670172,2026-05-27 17:52:00,656,20.000,29.922,28.270,980.211,278.775,38.058,1200.000,0.120,1.146,873.000,1.055,947.885,0.015,0.000,0.000,0.000,0.323,249.000,0.301,267.113,1.696,1.089,0.000,0.000
6690662,2026-05-27 17:52:21,658,20.000,29.922,28.320,980.204,278.839,38.166,1200.000,0.120,1.099,834.000,1.008,909.446,0.013,0.000,0.000,0.000,0.330,279.000,0.337,273.152,1.706,1.061,0.000,0.000
6711070,2026-05-27 17:52:41,660,20.000,29.922,28.260,980.217,278.728,38.324,1300.000,0.130,1.123,907.000,1.096,929.046,0.015,0.000,0.000,0.000,0.317,238.000,0.288,262.097,1.702,1.084,0.000,0.000
