91249,2026-07-26 10:30:00,sensorTask timeout
1237,2026-07-26 10:30:01,boot
91251,2026-07-26 10:31:32,sensorTask timeout
1238,2026-07-26 10:31:33,boot
96249,2026-07-26 10:33:09,sensorTask timeout
1238,2026-07-26 10:33:10,boot
91250,2026-07-26 10:34:41,sensorTask timeout
1238,2026-07-26 10:34:42,boot
91250,2026-07-26 10:36:12,sensorTask timeout
1239,2026-07-26 10:36:14,boot
91251,2026-07-26 10:37:44,sensorTask timeout
1239,2026-07-26 10:37:45,boot
91251,2026-07-26 10:39:16,sensorTask timeout
1240,2026-07-26 10:39:17,boot
96251,2026-07-26 10:40:53,sensorTask timeout
1240,2026-07-26 10:40:54,boot
91252,2026-07-26 10:42:25,sensorTask timeout
1240,2026-07-26 10:42:26,boot
91252,2026-07-26 10:43:57,sensorTask timeout
1241,2026-07-26 10:43:58,boot
96252,2026-07-26 10:45:34,sensorTask timeout
1242,2026-07-26 10:45:35,boot
96253,2026-07-26 10:47:10,sensorTask timeout
1242,2026-07-26 10:47:11,boot
96253,2026-07-26 10:48:47,sensorTask timeout
1242,2026-07-26 10:48:48,boot
91254,2026-07-26 10:50:19,sensorTask timeout
1243,2026-07-26 10:50:20,boot
96256,2026-07-26 10:51:56,sensorTask timeout
1243,2026-07-26 10:51:57,boot
91255,2026-07-26 10:53:28,sensorTask timeout
1244,2026-07-26 10:53:29,boot
91256,2026-07-26 10:55:00,sensorTask timeout
1244,2026-07-26 10:55:01,boot
91256,2026-07-26 10:56:32,sensorTask timeout
1244,2026-07-26 10:56:33,boot
91256,2026-07-26 10:58:03,sensorTask timeout
1245,2026-07-26 10:58:04,boot
96256,2026-07-26 10:59:40,sensorTask timeout
1245,2026-07-26 10:59:41,boot
91257,2026-07-26 11:01:12,sensorTask timeout
1240,2026-07-26 11:01:13,boot
91252,2026-07-26 11:02:44,sensorTask timeout
1240,2026-07-26 11:02:45,boot
96252,2026-07-26 11:04:21,sensorTask timeout
1241,2026-07-26 11:04:22,boot
91253,2026-07-26 11:05:53,sensorTask timeout
1241,2026-07-26 11:05:54,boot
91253,2026-07-26 11:07:25,sensorTask timeout
1242,2026-07-26 11:07:26,boot
96253,2026-07-26 11:09:01,sensorTask timeout
1242,2026-07-26 11:09:03,boot
91254,2026-07-26 11:10:33,sensorTask timeout
1242,2026-07-26 11:10:34,boot
91255,2026-07-26 11:12:05,sensorTask timeout
1243,2026-07-26 11:12:06,boot
91300,2026-07-26 11:13:37,sensorTask timeout
1237,2026-07-26 11:13:38,boot
91249,2026-07-26 11:15:09,sensorTask timeout
1238,2026-07-26 11:15:10,boot
96249,2026-07-26 11:16:46,sensorTask timeout
1238,2026-07-26 11:16:47,boot
91250,2026-07-26 11:18:18,sensorTask timeout
1238,2026-07-26 11:18:19,boot
91251,2026-07-26 11:19:50,sensorTask timeout
1239,2026-07-26 11:19:51,boot
