millis,iso_time,sequence,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24
254014,2026-05-26 19:04:24,13,20.000,30.136,28.110,983.895,247.318,41.391,1500.000,0.150,1.523,1309.000,1.582,1259.624,0.008,0.000,0.000,0.000,0.585,590.000,0.713,484.144,2.390,1.521,0.000,0.000
274095,2026-05-26 19:04:44,14,20.000,30.136,28.130,983.895,247.315,40.358,1500.000,0.150,1.541,1334.000,1.613,1274.499,0.005,0.000,0.000,0.000,0.550,337.000,0.407,454.716,2.385,1.484,0.000,0.000
294263,2026-05-26 19:05:04,15,20.000,30.136,28.110,983.897,247.303,41.704,1500.000,0.150,1.514,1163.000,1.406,1252.200,0.008,0.000,0.000,0.000,0.581,583.000,0.705,480.372,2.357,1.445,0.000,0.000
314344,2026-05-26 19:05:24,16,20.000,30.029,28.110,983.918,247.124,41.158,1500.000,0.150,1.553,1417.000,1.713,1285.160,0.005,0.000,0.000,0.000,0.545,331.000,0.400,450.498,2.330,1.484,0.000,0.000
334425,2026-05-26 19:05:45,17,20.000,30.136,28.100,983.892,247.341,41.413,1500.000,0.150,1.552,1278.000,1.545,1283.728,0.005,0.000,0.000,0.000,0.516,332.000,0.401,426.798,2.335,1.454,0.000,0.000
354506,2026-05-26 19:06:05,18,20.000,30.029,28.120,983.917,247.130,40.545,1500.000,0.150,1.578,1394.000,1.685,1305.782,0.003,0.000,0.000,0.000,0.489,315.000,0.381,404.439,2.334,1.446,0.000,0.000
374587,2026-05-26 19:06:25,19,20.000,30.136,28.150,983.883,247.417,40.372,1500.000,0.150,1.606,1418.000,1.714,1328.226,0.003,0.000,0.000,0.000,0.465,307.000,0.371,384.951,2.322,1.459,0.000,0.000
394668,2026-05-26 19:06:45,20,20.000,30.029,28.140,983.895,247.320,40.477,1500.000,0.150,1.598,1296.000,1.567,1321.781,0.003,0.000,0.000,0.000,0.458,354.000,0.428,378.761,2.330,1.421,0.000,0.000
414749,2026-05-26 19:07:05,21,20.000,30.136,28.170,983.895,247.317,40.537,1500.000,0.150,1.540,1083.000,1.309,1274.025,0.008,0.000,0.000,0.000,0.504,570.000,0.689,417.009,2.305,1.393,0.000,0.000
434830,2026-05-26 19:07:25,22,20.000,30.029,28.230,983.899,247.282,40.321,1500.000,0.150,1.494,1085.000,1.312,1236.220,0.005,0.000,0.000,0.000,0.544,582.000,0.704,450.007,2.277,1.385,0.000,0.000
454911,2026-05-26 19:07:45,23,20.000,30.136,28.230,983.898,247.289,39.834,1500.000,0.150,1.500,1260.000,1.523,1240.976,0.010,0.000,0.000,0.000,0.577,588.000,0.711,477.606,2.260,1.365,0.000,0.000
474992,2026-05-26 19:08:05,24,20.000,30.136,28.270,983.876,247.477,39.593,1400.000,0.140,1.532,1374.000,1.661,1267.581,0.000,0.000,0.000,0.000,0.566,431.000,0.521,468.284,2.222,1.435,0.000,0.000
495073,2026-05-26 19:08:25,25,20.000,30.136,28.280,983.875,247.486,39.814,1800.000,0.180,1.568,1414.000,1.709,1296.865,0.005,0.000,0.000,0.000,0.534,334.000,0.404,441.428,2.207,1.473,0.000,0.000
515154,2026-05-26 19:08:45,26,20.000,30.244,28.370,983.917,247.127,40.741,1500.000,0.150,1.576,1331.000,1.609,1303.692,0.003,0.000,0.000,0.000,0.526,408.000,0.493,434.742,2.232,1.413,0.000,0.000
535235,2026-05-26 19:09:05,27,20.000,30.136,28.380,983.906,247.222,39.323,1500.000,0.150,1.588,1352.000,1.634,1313.353,0.005,0.000,0.000,0.000,0.557,566.000,0.684,460.994,2.202,1.436,0.000,0.000
555316,2026-05-26 19:09:25,28,20.000,30.244,28.420,983.904,247.244,39.815,1400.000,0.140,1.608,1399.000,1.691,1330.483,0.000,0.000,0.000,0.000,0.531,354.000,0.428,439.595,2.186,1.482,0.000,0.000
575397,2026-05-26 19:09:46,29,20.000,30.244,28.470,983.922,247.091,39.250,1400.000,0.140,1.650,1503.000,1.817,1364.986,0.003,0.000,0.000,0.000,0.506,333.000,0.403,418.276,2.203,1.462,0.000,0.000
595478,2026-05-26 19:10:06,30,20.000,30.244,28.500,983.916,247.139,40.484,1500.000,0.150,1.613,1210.000,1.463,1333.989,0.000,0.000,0.000,0.000,0.530,519.000,0.627,438.421,2.199,1.411,0.000,0.000
615559,2026-05-26 19:10:26,31,20.000,30.674,28.400,983.896,247.309,40.418,1600.000,0.160,1.585,1219.000,1.474,1310.991,0.008,0.000,0.000,0.000,0.562,570.000,0.689,464.737,2.194,1.387,0.000,0.000
635640,2026-05-26 19:10:46,32,20.000,30.674,28.430,983.938,246.955,40.665,1500.000,0.150,1.560,1209.000,1.461,1290.593,0.005,0.000,0.000,0.000,0.586,564.000,0.682,484.589,2.174,1.404,0.000,0.000
655721,2026-05-26 19:11:06,33,20.000,30.566,28.450,983.935,246.975,40.538,1800.000,0.180,1.568,1324.000,1.600,1297.275,0.008,0.000,0.000,0.000,0.609,582.000,0.704,504.071,2.159,1.399,0.000,0.000
675802,2026-05-26 19:11:26,34,20.000,30.566,28.500,983.890,247.359,39.833,1600.000,0.160,1.569,1301.000,1.573,1298.020,0.008,0.000,0.000,0.000,0.606,489.000,0.591,501.057,2.138,1.454,0.000,0.000
695883,2026-05-26 19:11:46,35,20.000,30.566,28.480,983.903,247.250,40.286,1500.000,0.150,1.640,1590.000,1.922,1356.416,0.010,0.000,0.000,0.000,0.569,349.000,0.422,470.646,2.138,1.488,0.000,0.000
715964,2026-05-26 19:12:06,36,20.000,30.566,28.600,983.920,247.108,40.470,1500.000,0.150,1.607,1222.000,1.477,1329.533,0.008,0.000,0.000,0.000,0.545,371.000,0.448,450.717,2.167,1.436,0.000,0.000
736045,2026-05-26 19:12:26,37,20.000,30.566,28.600,983.924,247.070,41.622,1500.000,0.150,1.567,1165.000,1.408,1296.626,0.008,0.000,0.000,0.000,0.571,559.000,0.676,472.373,2.153,1.436,0.000,0.000
756126,2026-05-26 19:12:46,38,20.000,30.459,28.600,983.899,247.283,40.494,1500.000,0.150,1.602,1441.000,1.742,1325.501,0.003,0.000,0.000,0.000,0.584,525.000,0.635,482.899,2.126,1.477,0.000,0.000
776207,2026-05-26 19:13:06,39,20.000,30.566,28.590,983.903,247.250,40.249,1500.000,0.150,1.623,1411.000,1.706,1342.601,0.005,0.000,0.000,0.000,0.546,327.000,0.395,451.719,2.127,1.503,0.000,0.000
796288,2026-05-26 19:13:26,40,20.000,30.566,28.550,983.882,247.431,40.129,1500.000,0.150,1.638,1405.000,1.698,1355.081,0.003,0.000,0.000,0.000,0.515,322.000,0.389,425.775,2.134,1.510,0.000,0.000
816369,2026-05-26 19:13:46,41,20.000,30.459,28.540,983.899,247.287,40.581,1400.000,0.140,1.640,1363.000,1.648,1356.664,0.003,0.000,0.000,0.000,0.517,437.000,0.528,428.020,2.110,1.551,0.000,0.000
836450,2026-05-26 19:14:07,42,20.000,30.566,28.520,983.885,247.402,40.754,1500.000,0.150,1.641,1361.000,1.645,1357.531,0.008,0.000,0.000,0.000,0.489,309.000,0.374,404.216,2.112,1.557,0.000,0.000
856531,2026-05-26 19:14:27,43,20.000,30.566,28.510,983.921,247.097,41.173,1600.000,0.160,1.669,1473.000,1.781,1380.625,0.005,0.000,0.000,0.000,0.477,355.000,0.429,394.373,2.142,1.511,0.000,0.000
876612,2026-05-26 19:14:47,44,20.000,30.566,28.460,983.922,247.089,40.399,1600.000,0.160,1.600,1096.000,1.325,1323.700,0.003,0.000,0.000,0.000,0.489,446.000,0.539,404.698,2.166,1.442,0.000,0.000
896693,2026-05-26 19:15:07,45,20.000,30.566,28.510,983.916,247.138,39.462,1500.000,0.150,1.594,1299.000,1.570,1318.760,0.000,0.000,0.000,0.000,0.528,565.000,0.683,436.759,2.145,1.452,0.000,0.000
916774,2026-05-26 19:15:27,46,20.000,30.566,28.560,983.919,247.113,40.315,1600.000,0.160,1.604,1361.000,1.645,1327.208,0.005,0.000,0.000,0.000,0.541,490.000,0.592,447.407,2.131,1.498,0.000,0.000
936855,2026-05-26 19:15:47,47,20.000,30.566,28.560,983.893,247.339,39.595,1600.000,0.160,1.558,1134.000,1.371,1288.567,0.005,0.000,0.000,0.000,0.547,473.000,0.572,452.526,2.154,1.431,0.000,0.000
956936,2026-05-26 19:16:07,48,20.000,30.566,28.610,983.922,247.091,40.006,1600.000,0.160,1.522,1142.000,1.380,1259.253,0.005,0.000,0.000,0.000,0.567,535.000,0.647,469.020,2.131,1.448,0.000,0.000
977017,2026-05-26 19:16:27,49,20.000,30.674,28.630,983.912,247.172,39.554,1600.000,0.160,1.515,1229.000,1.486,1253.203,0.000,0.000,0.000,0.000,0.545,378.000,0.457,450.816,2.162,1.398,0.000,0.000
997098,2026-05-26 19:16:47,50,20.000,30.674,28.650,983.899,247.281,39.626,1500.000,0.150,1.540,1356.000,1.639,1273.762,0.000,0.000,0.000,0.000,0.510,306.000,0.370,421.853,2.159,1.425,0.000,0.000
1017179,2026-05-26 19:17:07,51,20.000,30.674,28.690,983.913,247.165,39.955,1500.000,0.150,1.610,1564.000,1.891,1331.810,0.003,0.000,0.000,0.000,0.492,348.000,0.421,407.083,2.140,1.464,0.000,0.000
1037260,2026-05-26 19:17:27,52,20.000,30.674,28.690,983.906,247.225,39.955,1600.000,0.160,1.588,1240.000,1.499,1313.448,0.005,0.000,0.000,0.000,0.518,514.000,0.621,428.466,2.112,1.485,0.000,0.000
1057341,2026-05-26 19:17:47,53,20.000,30.674,28.670,983.915,247.148,40.150,1500.000,0.150,1.579,1277.000,1.544,1306.158,0.005,0.000,0.000,0.000,0.521,440.000,0.532,430.773,2.143,1.420,0.000,0.000
1077422,2026-05-26 19:18:08,54,20.000,30.674,28.680,983.932,247.001,40.094,1500.000,0.150,1.590,1352.000,1.634,1315.327,0.003,0.000,0.000,0.000,0.492,314.000,0.380,407.418,2.144,1.445,0.000,0.000
1097503,2026-05-26 19:18:28,55,20.000,30.674,28.650,983.905,247.236,39.475,1500.000,0.150,1.601,1362.000,1.646,1324.661,0.003,0.000,0.000,0.000,0.485,376.000,0.455,401.135,2.123,1.497,0.000,0.000
1117584,2026-05-26 19:18:48,56,20.000,30.674,28.680,983.897,247.303,39.942,1500.000,0.150,1.652,1533.000,1.853,1366.329,0.003,0.000,0.000,0.000,0.479,376.000,0.455,396.108,2.110,1.537,0.000,0.000
1137665,2026-05-26 19:19:08,57,20.000,30.674,28.700,983.898,247.293,39.887,1500.000,0.150,1.632,1284.000,1.552,1349.863,0.003,0.000,0.000,0.000,0.499,480.000,0.580,412.886,2.085,1.563,0.000,0.000
1157746,2026-05-26 19:19:28,58,20.000,30.674,28.730,983.905,247.230,39.772,1600.000,0.160,1.608,1253.000,1.515,1330.491,0.000,0.000,0.000,0.000,0.536,564.000,0.682,443.109,2.083,1.530,0.000,0.000
1177827,2026-05-26 19:19:48,59,20.000,30.674,28.740,983.893,247.334,39.308,1500.000,0.150,1.565,1152.000,1.393,1294.793,0.008,0.000,0.000,0.000,0.523,392.000,0.474,432.887,2.116,1.458,0.000,0.000
1197908,2026-05-26 19:20:08,60,20.000,30.674,28.750,983.934,246.989,40.042,1500.000,0.150,1.570,1314.000,1.588,1298.634,0.003,0.000,0.000,0.000,0.490,297.000,0.359,405.710,2.132,1.451,0.000,0.000
1217989,2026-05-26 19:20:28,61,20.000,30.674,28.790,983.919,247.110,39.359,1500.000,0.150,1.572,1307.000,1.580,1300.307,0.003,0.000,0.000,0.000,0.501,448.000,0.542,414.168,2.105,1.494,0.000,0.000
1238070,2026-05-26 19:20:48,62,20.000,30.674,28.780,983.883,247.417,38.706,1500.000,0.150,1.538,1160.000,1.402,1272.246,0.000,0.000,0.000,0.000,0.527,525.000,0.635,436.334,2.088,1.505,0.000,0.000
1258151,2026-05-26 19:21:08,63,20.000,30.674,28.750,983.921,247.094,38.878,1500.000,0.150,1.517,1185.000,1.432,1254.797,0.000,0.000,0.000,0.000,0.554,545.000,0.659,458.067,2.081,1.492,0.000,0.000
1278232,2026-05-26 19:21:28,64,20.000,30.674,28.760,983.910,247.192,38.600,1500.000,0.150,1.475,1081.000,1.307,1220.037,0.000,0.000,0.000,0.000,0.571,529.000,0.639,472.254,2.093,1.447,0.000,0.000
1298313,2026-05-26 19:21:48,65,20.000,30.674,28.740,983.885,247.401,39.109,1500.000,0.150,1.450,1119.000,1.353,1199.830,0.003,0.000,0.000,0.000,0.585,529.000,0.639,483.603,2.080,1.458,0.000,0.000
1318394,2026-05-26 19:22:09,66,20.000,30.782,28.710,983.907,247.217,39.155,1500.000,0.150,1.462,1248.000,1.509,1209.464,0.005,0.000,0.000,0.000,0.597,535.000,0.647,493.883,2.095,1.412,0.000,0.000
1338475,2026-05-26 19:22:29,67,20.000,30.782,28.860,983.918,247.121,39.272,1500.000,0.150,1.424,1054.000,1.274,1178.371,0.000,0.000,0.000,0.000,0.597,495.000,0.598,494.106,2.115,1.364,0.000,0.000
1358556,2026-05-26 19:22:49,68,20.000,30.782,28.890,983.911,247.180,38.296,1500.000,0.150,1.427,1191.000,1.440,1180.897,0.005,0.000,0.000,0.000,0.563,352.000,0.425,465.685,2.145,1.325,0.000,0.000
1378637,2026-05-26 19:23:09,69,20.000,30.782,28.830,983.933,246.994,38.523,1500.000,0.150,1.440,1233.000,1.490,1191.318,0.000,0.000,0.000,0.000,0.530,328.000,0.396,438.148,2.170,1.305,0.000,0.000
1398718,2026-05-26 19:23:29,70,20.000,30.782,28.730,983.912,247.173,39.017,1500.000,0.150,1.458,1265.000,1.529,1206.054,0.003,0.000,0.000,0.000,0.495,293.000,0.354,409.118,2.180,1.314,0.000,0.000
1418799,2026-05-26 19:23:49,71,20.000,30.890,28.740,983.910,247.191,38.656,1500.000,0.150,1.508,1414.000,1.709,1247.643,0.003,0.000,0.000,0.000,0.472,316.000,0.382,390.495,2.166,1.372,0.000,0.000
1438880,2026-05-26 19:24:09,72,20.000,30.782,28.720,983.924,247.073,39.655,1600.000,0.160,1.568,1496.000,1.808,1297.315,0.003,0.000,0.000,0.000,0.451,303.000,0.366,372.996,2.174,1.377,0.000,0.000
1458961,2026-05-26 19:24:29,73,20.000,30.782,28.690,983.907,247.219,38.989,1400.000,0.140,1.557,1252.000,1.513,1288.252,0.000,0.000,0.000,0.000,0.470,454.000,0.549,389.197,2.138,1.429,0.000,0.000
1479042,2026-05-26 19:24:49,74,20.000,30.782,28.610,983.918,247.126,39.261,1300.000,0.130,1.582,1392.000,1.683,1309.001,0.000,0.000,0.000,0.000,0.494,487.000,0.589,408.757,2.110,1.466,0.000,0.000
1499123,2026-05-26 19:25:09,75,20.000,30.782,28.630,983.937,246.962,39.590,1400.000,0.140,1.626,1488.000,1.799,1344.801,0.003,0.000,0.000,0.000,0.468,299.000,0.361,386.806,2.119,1.464,0.000,0.000
1519204,2026-05-26 19:25:29,76,20.100,30.782,28.760,983.920,247.102,39.287,1500.000,0.150,1.658,1478.000,1.787,1371.441,0.003,0.000,0.000,0.000,0.447,301.000,0.364,369.645,2.132,1.454,0.000,0.000
1539285,2026-05-26 19:25:49,77,20.100,30.782,28.820,983.915,247.148,39.141,1500.000,0.150,1.620,1216.000,1.470,1340.353,0.000,0.000,0.000,0.000,0.432,307.000,0.371,357.116,2.149,1.423,0.000,0.000
1559366,2026-05-26 19:26:09,78,20.100,30.674,28.780,983.953,246.824,38.356,1400.000,0.140,1.551,1055.000,1.275,1283.282,0.000,0.000,0.000,0.000,0.468,507.000,0.613,387.093,2.144,1.391,0.000,0.000
1579447,2026-05-26 19:26:30,79,20.100,30.674,28.720,983.932,247.004,38.340,1400.000,0.140,1.552,1285.000,1.553,1283.626,0.003,0.000,0.000,0.000,0.476,421.000,0.509,393.874,2.110,1.443,0.000,0.000
1599528,2026-05-26 19:26:50,80,20.100,30.674,28.620,983.931,247.012,38.576,1500.000,0.150,1.597,1473.000,1.781,1321.501,0.003,0.000,0.000,0.000,0.453,299.000,0.361,374.899,2.095,1.475,0.000,0.000
1619609,2026-05-26 19:27:10,81,20.100,30.674,28.640,983.913,247.162,39.009,1500.000,0.150,1.578,1241.000,1.500,1305.401,0.000,0.000,0.000,0.000,0.432,289.000,0.349,357.719,2.115,1.440,0.000,0.000
1639690,2026-05-26 19:27:30,82,20.100,30.782,28.580,983.923,247.076,39.131,1400.000,0.140,1.549,1185.000,1.432,1281.320,0.003,0.000,0.000,0.000,0.458,463.000,0.560,378.776,2.111,1.377,0.000,0.000
1659771,2026-05-26 19:27:50,83,20.100,30.674,28.600,983.944,246.903,39.283,1400.000,0.140,1.508,1111.000,1.343,1247.256,0.000,0.000,0.000,0.000,0.489,507.000,0.613,404.420,2.091,1.368,0.000,0.000
1679852,2026-05-26 19:28:10,84,20.100,30.674,28.590,983.930,247.015,38.725,1500.000,0.150,1.448,1001.000,1.210,1198.005,0.000,0.000,0.000,0.000,0.511,496.000,0.600,422.736,2.090,1.341,0.000,0.000
1699933,2026-05-26 19:28:30,85,20.000,30.674,28.570,983.953,246.824,39.235,1400.000,0.140,1.395,979.000,1.183,1154.204,0.000,0.000,0.000,0.000,0.523,474.000,0.573,432.989,2.100,1.303,0.000,0.000
1720014,2026-05-26 19:28:50,86,20.100,30.674,28.570,983.956,246.801,38.909,1400.000,0.140,1.360,1009.000,1.220,1125.163,0.003,0.000,0.000,0.000,0.529,456.000,0.551,437.591,2.099,1.265,0.000,0.000
1740095,2026-05-26 19:29:10,87,20.100,30.674,28.510,983.935,246.977,39.103,1400.000,0.140,1.368,1158.000,1.400,1131.731,0.003,0.000,0.000,0.000,0.544,499.000,0.603,449.873,2.075,1.300,0.000,0.000
1760176,2026-05-26 19:29:30,88,20.100,30.674,28.530,983.939,246.941,39.080,1400.000,0.140,1.377,1167.000,1.411,1138.785,0.000,0.000,0.000,0.000,0.561,523.000,0.632,464.498,2.066,1.299,0.000,0.000
1780257,2026-05-26 19:29:50,89,20.100,30.674,28.620,983.907,247.213,39.123,1500.000,0.150,1.394,1213.000,1.466,1153.628,0.000,0.000,0.000,0.000,0.574,515.000,0.623,474.599,2.065,1.286,0.000,0.000
1800338,2026-05-26 19:30:10,90,20.100,30.674,28.620,983.975,246.638,38.855,1400.000,0.140,1.378,1085.000,1.312,1139.902,0.003,0.000,0.000,0.000,0.568,449.000,0.543,469.479,2.086,1.247,0.000,0.000
1820419,2026-05-26 19:30:31,91,20.100,30.674,28.710,983.954,246.815,39.038,1500.000,0.150,1.444,1412.000,1.707,1194.322,0.003,0.000,0.000,0.000,0.556,423.000,0.511,460.183,2.059,1.318,0.000,0.000
1840500,2026-05-26 19:30:51,92,20.100,30.674,28.690,983.955,246.806,38.570,1400.000,0.140,1.454,1239.000,1.498,1203.257,0.000,0.000,0.000,0.000,0.535,371.000,0.448,442.347,2.040,1.381,0.000,0.000
1860581,2026-05-26 19:31:11,93,20.100,30.782,28.690,983.947,246.876,38.814,1400.000,0.140,1.513,1446.000,1.748,1251.806,0.003,0.000,0.000,0.000,0.498,289.000,0.349,411.677,2.028,1.419,0.000,0.000
1880662,2026-05-26 19:31:31,94,20.100,30.782,28.630,983.959,246.769,39.124,1400.000,0.140,1.531,1327.000,1.604,1266.845,0.000,0.000,0.000,0.000,0.478,329.000,0.398,395.142,2.062,1.374,0.000,0.000
1900743,2026-05-26 19:31:51,95,20.100,30.674,28.580,983.977,246.618,39.271,1400.000,0.140,1.474,1029.000,1.244,1219.276,0.000,0.000,0.000,0.000,0.504,503.000,0.608,416.713,2.047,1.378,0.000,0.000
1920824,2026-05-26 19:32:11,96,20.100,30.782,28.640,983.963,246.735,39.008,1400.000,0.140,1.483,1256.000,1.518,1226.621,0.000,0.000,0.000,0.000,0.469,274.000,0.331,388.171,2.056,1.388,0.000,0.000
1940905,2026-05-26 19:32:31,97,20.100,30.782,28.620,983.970,246.676,39.263,1400.000,0.140,1.431,1014.000,1.226,1184.097,0.000,0.000,0.000,0.000,0.494,492.000,0.595,408.937,2.045,1.381,0.000,0.000
1960986,2026-05-26 19:32:51,98,20.100,30.674,28.690,983.946,246.882,38.838,1400.000,0.140,1.448,1252.000,1.513,1197.677,0.000,0.000,0.000,0.000,0.461,270.000,0.326,381.149,2.052,1.404,0.000,0.000
1981067,2026-05-26 19:33:11,99,20.100,30.782,28.790,983.980,246.591,38.695,1500.000,0.150,1.419,1078.000,1.303,1173.742,0.000,0.000,0.000,0.000,0.485,481.000,0.581,401.119,2.066,1.359,0.000,0.000
2001148,2026-05-26 19:33:31,100,20.100,30.782,28.790,983.968,246.696,38.509,1500.000,0.150,1.449,1298.000,1.569,1198.594,0.000,0.000,0.000,0.000,0.452,264.000,0.319,373.696,2.080,1.354,0.000,0.000
2021229,2026-05-26 19:33:51,101,20.100,30.674,28.710,983.986,246.546,38.456,1500.000,0.150,1.495,1389.000,1.679,1236.675,0.000,0.000,0.000,0.000,0.432,291.000,0.352,357.156,2.068,1.399,0.000,0.000
2041310,2026-05-26 19:34:11,102,20.100,30.782,28.710,983.965,246.717,38.735,1500.000,0.150,1.545,1445.000,1.747,1278.340,0.000,0.000,0.000,0.000,0.429,345.000,0.417,354.725,2.041,1.448,0.000,0.000
2061391,2026-05-26 19:34:32,103,20.100,30.782,28.680,983.944,246.904,38.477,1400.000,0.140,1.536,1241.000,1.500,1270.872,0.003,0.000,0.000,0.000,0.414,294.000,0.355,342.580,2.031,1.487,0.000,0.000
2081490,2026-05-26 19:34:52,104,20.100,30.782,28.670,983.976,246.626,38.801,1500.000,0.150,1.565,1390.000,1.680,1294.698,0.000,0.000,0.000,0.000,0.423,379.000,0.458,349.864,2.008,1.524,0.000,0.000
2101571,2026-05-26 19:35:12,105,20.100,30.782,28.660,983.935,246.975,38.532,1400.000,0.140,1.601,1442.000,1.743,1324.158,0.005,0.000,0.000,0.000,0.425,358.000,0.433,351.491,1.993,1.556,0.000,0.000
2121652,2026-05-26 19:35:32,106,20.000,30.782,28.730,983.936,246.968,39.155,1400.000,0.140,1.579,1234.000,1.492,1306.127,0.000,0.000,0.000,0.000,0.442,422.000,0.510,365.593,1.975,1.573,0.000,0.000
2141733,2026-05-26 19:35:52,107,20.100,30.890,28.640,983.932,246.998,38.985,1400.000,0.140,1.546,1171.000,1.415,1279.101,0.000,0.000,0.000,0.000,0.470,480.000,0.580,388.474,1.997,1.502,0.000,0.000
2161814,2026-05-26 19:36:12,108,20.100,30.782,28.660,983.920,247.109,38.241,1400.000,0.140,1.473,978.000,1.182,1218.881,0.000,0.000,0.000,0.000,0.483,446.000,0.539,399.980,2.025,1.433,0.000,0.000
2181895,2026-05-26 19:36:32,109,20.100,30.782,28.790,983.941,246.928,38.917,1400.000,0.140,1.472,1215.000,1.469,1218.105,0.000,0.000,0.000,0.000,0.510,508.000,0.614,421.584,2.019,1.421,0.000,0.000
2201976,2026-05-26 19:36:52,110,20.100,30.890,28.830,983.927,247.046,38.827,1400.000,0.140,1.425,1022.000,1.235,1178.884,0.000,0.000,0.000,0.000,0.527,495.000,0.598,436.267,2.026,1.388,0.000,0.000
2222148,2026-05-26 19:37:12,111,20.100,30.890,28.800,983.883,247.424,37.589,1400.000,0.140,1.474,1380.000,1.668,1219.107,0.000,0.000,0.000,0.000,0.522,415.000,0.502,432.014,2.005,1.439,0.000,0.000
2242229,2026-05-26 19:37:32,112,20.100,30.890,28.780,983.921,247.094,38.740,1300.000,0.130,1.440,1082.000,1.308,1191.686,0.000,0.000,0.000,0.000,0.500,341.000,0.412,413.811,2.042,1.382,0.000,0.000
2262310,2026-05-26 19:37:52,113,20.100,30.890,28.780,983.879,247.451,37.763,1400.000,0.140,1.394,1000.000,1.209,1153.349,0.000,0.000,0.000,0.000,0.521,498.000,0.602,430.649,2.032,1.383,0.000,0.000
2282391,2026-05-26 19:38:13,114,20.100,30.890,28.860,983.900,247.279,38.538,1400.000,0.140,1.470,1468.000,1.775,1216.279,0.003,0.000,0.000,0.000,0.488,295.000,0.357,403.519,2.034,1.422,0.000,0.000
2302472,2026-05-26 19:38:33,115,20.100,30.998,28.890,983.908,247.208,37.936,1400.000,0.140,1.439,1086.000,1.313,1190.223,0.000,0.000,0.000,0.000,0.478,362.000,0.438,395.215,2.068,1.358,0.000,0.000
2322553,2026-05-26 19:38:53,116,20.100,30.998,28.940,983.892,247.346,38.405,1400.000,0.140,1.423,1127.000,1.362,1177.578,0.003,0.000,0.000,0.000,0.495,466.000,0.563,409.372,2.039,1.380,0.000,0.000
2342634,2026-05-26 19:39:13,117,20.100,30.998,28.930,983.944,246.899,37.310,1400.000,0.140,1.444,1262.000,1.525,1194.463,0.000,0.000,0.000,0.000,0.459,263.000,0.318,380.098,2.053,1.390,0.000,0.000
2362715,2026-05-26 19:39:33,118,20.100,30.998,28.970,983.900,247.272,37.056,1400.000,0.140,1.453,1231.000,1.488,1201.770,0.003,0.000,0.000,0.000,0.490,506.000,0.612,405.278,2.038,1.394,0.000,0.000
2382796,2026-05-26 19:39:53,119,20.100,30.998,29.000,983.906,247.224,37.152,1400.000,0.140,1.482,1322.000,1.598,1225.816,0.000,0.000,0.000,0.000,0.457,270.000,0.326,378.223,2.060,1.386,0.000,0.000
2402877,2026-05-26 19:40:13,120,20.100,30.998,29.000,983.894,247.327,37.734,1300.000,0.130,1.442,1062.000,1.284,1193.053,0.000,0.000,0.000,0.000,0.481,476.000,0.575,397.778,2.040,1.413,0.000,0.000
2422958,2026-05-26 19:40:33,121,20.100,31.107,29.080,983.898,247.293,37.694,1300.000,0.130,1.468,1302.000,1.574,1214.842,0.000,0.000,0.000,0.000,0.454,288.000,0.348,375.822,2.036,1.451,0.000,0.000
2443039,2026-05-26 19:40:53,122,20.100,31.107,29.040,983.887,247.390,37.155,1300.000,0.130,1.487,1292.000,1.562,1230.274,0.000,0.000,0.000,0.000,0.435,297.000,0.359,360.058,2.067,1.407,0.000,0.000
2463120,2026-05-26 19:41:13,123,20.100,31.107,29.060,983.906,247.227,37.169,1400.000,0.140,1.487,1228.000,1.484,1229.819,0.000,0.000,0.000,0.000,0.447,407.000,0.492,369.446,2.095,1.347,0.000,0.000
2483201,2026-05-26 19:41:33,124,20.100,31.107,29.110,983.894,247.330,37.953,1400.000,0.140,1.498,1275.000,1.541,1238.855,0.000,0.000,0.000,0.000,0.474,483.000,0.584,392.157,2.067,1.385,0.000,0.000
2503282,2026-05-26 19:41:53,125,20.100,31.107,28.990,983.880,247.448,37.244,1300.000,0.130,1.477,1156.000,1.397,1222.284,0.008,0.000,0.000,0.000,0.446,276.000,0.334,368.926,2.090,1.372,0.000,0.000
2523363,2026-05-26 19:42:13,126,20.100,31.107,28.930,983.882,247.425,37.542,1300.000,0.130,1.483,1247.000,1.507,1227.228,0.000,0.000,0.000,0.000,0.444,359.000,0.434,366.941,2.117,1.324,0.000,0.000
2543444,2026-05-26 19:42:34,127,20.100,30.998,28.870,983.902,247.257,37.805,1400.000,0.140,1.476,1197.000,1.447,1221.182,0.000,0.000,0.000,0.000,0.419,265.000,0.320,346.552,2.124,1.331,0.000,0.000
2563525,2026-05-26 19:42:54,128,20.100,30.998,28.880,983.905,247.234,37.293,1300.000,0.130,1.515,1381.000,1.669,1253.146,0.000,0.000,0.000,0.000,0.405,288.000,0.348,334.842,2.139,1.327,0.000,0.000
2583606,2026-05-26 19:43:14,129,20.100,31.107,28.930,983.901,247.269,37.602,1300.000,0.130,1.461,1030.000,1.245,1208.517,0.000,0.000,0.000,0.000,0.416,380.000,0.459,343.874,2.157,1.285,0.000,0.000
2603707,2026-05-26 19:43:34,130,20.100,31.107,28.870,983.912,247.172,37.339,1300.000,0.130,1.407,986.000,1.192,1164.013,0.000,0.000,0.000,0.000,0.432,412.000,0.498,357.499,2.163,1.239,0.000,0.000
